city,date,co,no,no2,o3,so2,pm2_5,pm10,nh3
Delhi,14-07-2023,2456.67,28.16,50.04,0,33.38,106.88,142.52,8.36
Delhi,15-07-2023,3070.83,55.43,60.32,0,28.61,127.73,177.49,11.02
Delhi,16-07-2023,947.95,7.15,26.39,0.15,23.84,34.51,44.62,5.7
Delhi,17-07-2023,6462.1,151.99,65.8,0,40.05,350.03,425.53,10.51
Delhi,18-07-2023,1842.5,0.32,53.47,13.59,30.99,95.82,116.95,7.73
Delhi,19-07-2023,921.25,0.95,38.04,5.68,35.76,52.99,63.72,5.89
Delhi,20-07-2023,1602.17,3.52,43.87,6.44,39.58,123.47,154.39,9.5
Delhi,21-07-2023,4165.65,44.7,87.05,0,37.19,216.71,282.12,11.02
Delhi,22-07-2023,921.25,0,34.62,43.63,36.72,60.8,77.78,11.91
Delhi,23-07-2023,707.63,0.01,28.79,25.75,32.42,24.96,36.7,11.27
Delhi,24-07-2023,647.54,0.09,28.79,16.99,30.52,21.24,30.64,10.39
Delhi,25-07-2023,1014.71,0,37.01,49.35,35.76,77.13,90.76,7.03
Delhi,26-07-2023,1121.52,0.06,45.93,20.38,47.21,64.88,73.5,5.51
Delhi,27-07-2023,5607.6,101.03,93.22,0,80.11,357.91,432.68,5
Delhi,28-07-2023,5714.42,111.76,78.14,0,60.08,372.08,453.71,10.89
Delhi,29-07-2023,1441.96,12.41,48.67,0.16,29.56,60.74,80.9,6.46
Delhi,30-07-2023,1388.55,14.19,37.01,0.04,22.41,49.15,77.14,6.21
Delhi,31-07-2023,520.71,0,19.36,44.7,16.69,22.67,37.11,5.38
Delhi,01-08-2023,700.95,0,29.13,48.64,23.6,43.32,72.75,6.65
Delhi,02-08-2023,567.44,0,22.62,52.21,20.5,42.29,84.61,8.74
Delhi,03-08-2023,3952.03,76,78.14,0,45.78,202.16,261.48,8.36
Delhi,04-08-2023,3898.62,65.27,56.89,0,63.9,203.68,252.8,8.61
Delhi,05-08-2023,9933.47,268.22,45.24,0,63.9,576.15,737.72,22.8
Delhi,06-08-2023,4219.06,94.77,42.16,0,32.9,189.76,255.02,10.51
Delhi,07-08-2023,527.38,0.02,20.91,37.55,13.95,17.29,31.6,10.51
Delhi,08-08-2023,353.81,0,12.51,50.78,11.21,14.24,27.59,9.12
Delhi,09-08-2023,447.27,0,18.51,45.42,15.5,18.15,34.19,12.16
Delhi,10-08-2023,627.52,0.01,28.1,40.41,18.36,22.75,47.29,13.93
Delhi,11-08-2023,1976.01,40.23,45.93,0,24.32,69.73,113.57,17.48
Delhi,12-08-2023,827.79,0.4,39.41,16.09,20.27,29.41,53.72,17.48
Delhi,13-08-2023,357.15,0,12.51,47.21,10.61,11.18,23.59,9.37
Delhi,14-08-2023,494,0.01,20.39,25.39,13.83,15.84,31.62,13.17
Delhi,15-08-2023,961.3,0.18,37.7,14.31,26.23,54.59,77.18,13.17
Delhi,16-08-2023,7049.56,73.31,141.2,0,60.56,447.84,553.3,20.77
Delhi,17-08-2023,5447.39,109.08,87.74,0,47.68,273.09,371.87,29.64
Delhi,18-08-2023,1495.36,13.75,55.52,0.35,26.46,65.29,132.14,21.53
Delhi,19-08-2023,3631.59,32.19,98.71,0,48.16,228.77,326.9,21.53
Delhi,20-08-2023,1949.31,0.14,52.78,21.99,27.89,139.27,174.71,11.53
Delhi,21-08-2023,1388.55,0.01,47.98,25.39,26.7,75.33,101.04,16.97
Delhi,22-08-2023,1695.63,0.96,52.09,6.79,30.99,83.22,112.23,23.56
Delhi,23-08-2023,1348.5,9.05,43.87,0.21,29.09,53.32,66.71,6.21
Delhi,24-08-2023,1134.87,9.05,34.96,0.18,24.8,53.32,75.67,7.41
Delhi,25-08-2023,520.71,0.02,24.33,28.61,17.4,14,24.43,13.93
Delhi,26-08-2023,507.35,0,23.65,34.33,16.69,16.27,32.35,13.93
Delhi,27-08-2023,453.95,0,18.68,46.49,14.19,13.13,28.09,13.17
Delhi,28-08-2023,881.2,1.45,38.39,8.14,19.79,37.27,79.11,16.72
Delhi,29-08-2023,1335.14,14.53,42.5,0.05,24.08,68.42,135.1,12.41
Delhi,30-08-2023,4486.08,97.45,50.04,0,44.35,223.99,352.42,35.97
Delhi,31-08-2023,6782.53,151.99,54.84,0,78.2,396.61,586.09,56.74
Delhi,01-09-2023,7904.05,185.97,54.84,0,77.25,442.86,641.14,53.7
Delhi,02-09-2023,3631.59,64.37,57.58,0,46.73,177.61,276.42,29.39
Delhi,03-09-2023,1789.09,25.26,47.3,0.01,28.37,72.94,120.82,23.81
Delhi,04-09-2023,2510.07,34.87,55.52,0,37.19,114.2,176.17,25.59
Delhi,05-09-2023,2510.07,16.99,62.38,0.03,52.93,148.38,239.08,34.45
Delhi,06-09-2023,7263.18,126.96,111.04,0,68.66,481.18,612.43,24.57
Delhi,07-09-2023,12710.57,228.88,175.48,0,240.33,761.57,959.38,172.26
Delhi,08-09-2023,3231.05,5.42,116.53,1.79,61.99,186.63,235.79,43.06
Delhi,09-09-2023,2803.8,4.3,90.48,1.97,46.73,189.92,237.51,20.52
Delhi,10-09-2023,727.65,0.2,30.16,13.05,29.33,22.31,29.91,5.26
Delhi,11-09-2023,1094.82,6.82,30.16,0.23,34.33,50.29,68.49,6.27
Delhi,12-09-2023,1495.36,2.46,55.52,2.95,39.1,70.39,100.01,7.92
Delhi,13-09-2023,2296.45,0.67,67.86,14.84,33.38,138.99,171.18,15.2
Delhi,14-09-2023,4325.87,41.13,83.63,0,40.05,259.61,330.46,12.16
Delhi,15-09-2023,4005.43,71.53,58.26,0,42.44,222.32,271.28,8.04
Delhi,16-09-2023,2002.72,8.38,52.78,0.3,32.9,127.9,167.99,6.78
Delhi,17-09-2023,674.25,0.07,30.16,18.78,36.24,24.09,33.66,6.14
Delhi,18-09-2023,774.38,0,26.05,41.48,31.47,65.04,72.77,4.88
Delhi,19-09-2023,1401.9,4.53,50.04,0.99,31.47,60.39,81.91,7.22
Delhi,20-09-2023,4913.33,92.98,56.21,0,39.58,240.28,320.5,14.19
Delhi,21-09-2023,8117.68,85.83,135.72,0,58.17,655.94,756.91,12.29
Delhi,22-09-2023,8117.68,146.63,123.38,0,85.83,571.27,705.82,40.02
Delhi,23-09-2023,4325.87,29.06,104.19,0,64.85,416.15,487.01,6.4
Delhi,24-09-2023,6141.66,94.77,89.11,0,68.66,494.23,602.52,38.5
Delhi,25-09-2023,6515.5,144.84,71.29,0,122.07,329.06,441.8,93.22
Delhi,26-09-2023,8544.92,123.38,76.77,0,66.76,594.68,783.17,26.6
Delhi,27-09-2023,2696.99,21.68,62.38,0,40.05,168.01,236.67,16.97
Delhi,28-09-2023,2376.56,7.49,65.8,0.65,37.19,159.21,219.95,20.27
Delhi,29-09-2023,2696.99,12.85,71.29,0.2,40.53,174.65,255.73,29.39
Delhi,30-09-2023,8758.54,135.9,152.17,0,146.87,581.74,762.11,80.05
Delhi,02-10-2023,2670.29,20.56,56.21,0.15,53.41,235.19,320.24,35.97
Delhi,03-10-2023,1655.58,0.05,55.52,25.39,39.1,91.79,131.35,24.32
Delhi,04-10-2023,1869.2,0.56,60.32,11.62,35.76,127.62,176.53,29.13
Delhi,05-10-2023,2403.26,7.93,67.86,0.5,36.24,162.06,220.64,31.16
Delhi,06-10-2023,4432.68,52.75,78.14,0,49.59,287.37,392.05,38
Delhi,07-10-2023,10681.15,182.39,123.38,0,89.65,727.42,924.3,55.22
Delhi,08-10-2023,8224.49,175.24,74.03,0,75.34,485.54,662.38,46.61
Delhi,09-10-2023,8224.49,196.7,63.75,0,113.49,471.2,662.76,88.16
Delhi,10-10-2023,6462.1,151.99,68.55,0,88.69,340.22,499.09,61.81
Delhi,11-10-2023,5821.23,119.81,67.86,0,49.11,343.19,479.25,34.96
Delhi,12-10-2023,2883.91,14.31,76.77,0.2,42.44,197.7,271.19,31.66
Delhi,13-10-2023,6301.88,87.62,89.11,0,55.31,428.3,556.89,40.02
Delhi,14-10-2023,10147.09,189.54,90.48,0,80.11,670.18,853.07,56.74
Delhi,15-10-2023,6088.26,98.35,71.97,0,51.5,397.16,536.48,36.48
Delhi,16-10-2023,1708.98,4.75,59.63,1.54,23.6,96,128.29,20.27
Delhi,17-10-2023,1575.47,1.45,58.95,5.9,30.99,97.44,119.19,9.37
Delhi,18-10-2023,3204.35,26.38,73.34,0.02,29.8,265.23,318.34,7.28
Delhi,19-10-2023,1468.66,0.07,51.41,23.25,30.52,92.63,124.51,25.59
Delhi,20-10-2023,1762.39,0,54.15,39.7,33.86,132.34,168.7,23.81
Delhi,21-10-2023,2189.64,0,62.38,41.84,31.95,168.7,211.2,20.01
Delhi,22-10-2023,8544.92,130.53,124.75,0,133.51,573.24,747.86,108.42
Delhi,23-10-2023,2109.53,0.54,62.38,13.59,34.33,176.23,229.22,23.31
Delhi,24-10-2023,2136.23,0.84,65.12,13.41,30.52,136.6,178.07,25.33
Delhi,25-10-2023,1495.36,0.02,46.61,29.68,29.56,100.87,133.79,27.11
Delhi,26-10-2023,1682.28,0,41.81,75.82,34.33,148.68,179.14,23.81
Delhi,27-10-2023,1949.31,0,56.89,51.5,37.67,152.41,192.73,27.11
Delhi,28-10-2023,3791.81,36.21,89.11,0,63.9,225.75,310.59,48.13
Delhi,29-10-2023,6675.72,27.94,244.02,0,156.4,534.6,634.12,67.89
Delhi,30-10-2023,3952.03,15.65,98.71,0.07,79.15,426.12,565.73,55.22
Delhi,31-10-2023,4379.27,45.6,75.4,0,55.79,341.33,495.14,26.35
Delhi,01-11-2023,5500.79,54.54,95.96,0,67.71,435.32,611.43,46.1
Delhi,02-11-2023,4219.06,54.09,82.94,0,54.36,290.73,416.75,26.09
Delhi,03-11-2023,3631.59,32.63,85,0,44.35,235.5,326.12,25.59
Delhi,04-11-2023,3898.62,54.09,78.83,0,44.35,226.67,333.58,26.35
Delhi,05-11-2023,2029.42,0.09,58.26,20.56,28.37,121.58,164.34,24.07
Delhi,06-11-2023,4699.71,49.62,112.41,0,68.66,297.23,406.84,53.2
Delhi,07-11-2023,5661.01,81.36,78.83,0,65.8,376.96,563.7,58.26
Delhi,08-11-2023,4005.43,49.62,77.46,0,48.16,254.24,360.56,35.46
Delhi,09-11-2023,3337.86,31.74,78.14,0,38.15,212.06,302.46,27.87
Delhi,10-11-2023,5607.6,77.78,105.56,0,76.29,352.59,508.78,55.22
Delhi,11-11-2023,2536.77,21.9,65.12,0.01,34.81,170.62,227.19,10.51
Delhi,12-11-2023,2403.26,12.41,60.32,0.19,23.6,177.05,226.43,9.63
Delhi,13-11-2023,2536.77,8.05,65.8,0.82,24.56,183,226.61,8.87
Delhi,14-11-2023,4432.68,34.42,98.71,0,50.54,332.48,440.43,28.88
Delhi,15-11-2023,3471.37,20.12,79.51,0.02,31.47,261.1,323.41,15.2
Delhi,16-11-2023,4219.06,43.81,93.22,0,41.96,316.8,401.04,24.32
Delhi,17-11-2023,7476.81,90.3,123.38,0,137.33,603.44,787.56,85.12
Delhi,18-11-2023,7263.18,90.3,165.88,0,162.12,606.64,768.49,117.54
Delhi,19-11-2023,4058.84,47.83,93.22,0,51.98,321.84,391.23,44.58
Delhi,20-11-2023,10574.34,191.33,224.83,0,316.62,760.34,918.73,188.47
Delhi,21-11-2023,3845.21,30.85,81.57,0,40.53,373.8,459.91,17.48
Delhi,22-11-2023,1401.9,0,38.04,77.96,34.33,151.42,173.53,20.01
Delhi,23-11-2023,3898.62,25.7,87.74,0.01,39.58,331.14,407.75,17.23
